address,link,rest_num
304 West 21st Street Manhattan NY,https://www.yelp.com/search?find_loc=304 West 21st Street Manhattan NY&cflt=restaurants,1568
4550 Pearson Street Long Island City NY,https://www.yelp.com/search?find_loc=4550 Pearson Street Long Island City NY&cflt=restaurants,282
239 East 33rd Street Manhattan NY,https://www.yelp.com/search?find_loc=239 East 33rd Street Manhattan NY&cflt=restaurants,1724
27 Jones Street Manhattan NY,https://www.yelp.com/search?find_loc=27 Jones Street Manhattan NY&cflt=restaurants,1424
1 Sinclair Avenue Staten Island NY,https://www.yelp.com/search?find_loc=1 Sinclair Avenue Staten Island NY&cflt=restaurants,13
377 East 33rd Street Manhattan NY,https://www.yelp.com/search?find_loc=377 East 33rd Street Manhattan NY&cflt=restaurants,1303
615 1/2 Hudson Street Manhattan NY,https://www.yelp.com/search?find_loc=615 1/2 Hudson Street Manhattan NY&cflt=restaurants,1174
229 Berry Street Brooklyn NY,https://www.yelp.com/search?find_loc=229 Berry Street Brooklyn NY&cflt=restaurants,532
318 East 89th Street Manhattan NY,https://www.yelp.com/search?find_loc=318 East 89th Street Manhattan NY&cflt=restaurants,602
1510 Lexington Avenue Manhattan NY,https://www.yelp.com/search?find_loc=1510 Lexington Avenue Manhattan NY&cflt=restaurants,489
2500 Webb Avenue Bronx NY,https://www.yelp.com/search?find_loc=2500 Webb Avenue Bronx NY&cflt=restaurants,218
37-33 College Point Boulevard Queens NY,https://www.yelp.com/search?find_loc=37-33 College Point Boulevard Queens NY&cflt=restaurants,544
77 Mulberry Street Manhattan NY,https://www.yelp.com/search?find_loc=77 Mulberry Street Manhattan NY&cflt=restaurants,1860
357 West 53rd Street Manhattan NY,https://www.yelp.com/search?find_loc=357 West 53rd Street Manhattan NY&cflt=restaurants,1644
161 Avenue P Brooklyn NY,https://www.yelp.com/search?find_loc=161 Avenue P Brooklyn NY&cflt=restaurants,229
239 Utica Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=239 Utica Avenue Brooklyn NY&cflt=restaurants,258
1072 Woodycrest Avenue Bronx NY,https://www.yelp.com/search?find_loc=1072 Woodycrest Avenue Bronx NY&cflt=restaurants,247
2654 Marion Avenue Bronx NY,https://www.yelp.com/search?find_loc=2654 Marion Avenue Bronx NY&cflt=restaurants,305
192 East 3rd Street Manhattan NY,https://www.yelp.com/search?find_loc=192 East 3rd Street Manhattan NY&cflt=restaurants,1460
44 Metropolitan Oval Bronx NY,https://www.yelp.com/search?find_loc=44 Metropolitan Oval Bronx NY&cflt=restaurants,260
410 West 24th Street Manhattan NY,https://www.yelp.com/search?find_loc=410 West 24th Street Manhattan NY&cflt=restaurants,1382
73 Graham Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=73 Graham Avenue Brooklyn NY&cflt=restaurants,359
3542 Decatur Avenue Bronx NY,https://www.yelp.com/search?find_loc=3542 Decatur Avenue Bronx NY&cflt=restaurants,161
1853 East 29th Street Brooklyn NY,https://www.yelp.com/search?find_loc=1853 East 29th Street Brooklyn NY&cflt=restaurants,109
513 East 82nd Street New York NY,https://www.yelp.com/search?find_loc=513 East 82nd Street New York NY&cflt=restaurants,608
572 11th Avenue Manhattan NY,https://www.yelp.com/search?find_loc=572 11th Avenue Manhattan NY&cflt=restaurants,1265
152 East 83rd Street Manhattan NY,https://www.yelp.com/search?find_loc=152 East 83rd Street Manhattan NY&cflt=restaurants,677
443 Pulaski Street Brooklyn NY,https://www.yelp.com/search?find_loc=443 Pulaski Street Brooklyn NY&cflt=restaurants,337
17 West 64th Street Manhattan NY,https://www.yelp.com/search?find_loc=17 West 64th Street Manhattan NY&cflt=restaurants,916
6016 67th Avenue Ridgewood NY,https://www.yelp.com/search?find_loc=6016 67th Avenue Ridgewood NY&cflt=restaurants,381
715 Park Avenue Manhattan NY,https://www.yelp.com/search?find_loc=715 Park Avenue Manhattan NY&cflt=restaurants,881
233 West 21st Street Manhattan NY,https://www.yelp.com/search?find_loc=233 West 21st Street Manhattan NY&cflt=restaurants,1834
431 East 12th Street Manhattan NY,https://www.yelp.com/search?find_loc=431 East 12th Street Manhattan NY&cflt=restaurants,1387
8502 139th Street Queens NY,https://www.yelp.com/search?find_loc=8502 139th Street Queens NY&cflt=restaurants,208
259 West 12th Street Manhattan NY,https://www.yelp.com/search?find_loc=259 West 12th Street Manhattan NY&cflt=restaurants,1427
3252 33rd Street Astoria NY,https://www.yelp.com/search?find_loc=3252 33rd Street Astoria NY&cflt=restaurants,564
320 East 91st Street Manhattan NY,https://www.yelp.com/search?find_loc=320 East 91st Street Manhattan NY&cflt=restaurants,585
8610 Park Lane South Woodhaven NY,https://www.yelp.com/search?find_loc=8610 Park Lane South Woodhaven NY&cflt=restaurants,146
530 East 89th Street Manhattan NY,https://www.yelp.com/search?find_loc=530 East 89th Street Manhattan NY&cflt=restaurants,511
1815 Menahan Street Ridgewood NY,https://www.yelp.com/search?find_loc=1815 Menahan Street Ridgewood NY&cflt=restaurants,486
300 East 51st Street Manhattan NY,https://www.yelp.com/search?find_loc=300 East 51st Street Manhattan NY&cflt=restaurants,1716
3066 Brighton 4th Street Brooklyn NY,https://www.yelp.com/search?find_loc=3066 Brighton 4th Street Brooklyn NY&cflt=restaurants,115
9730 57th Avenue Queens NY,https://www.yelp.com/search?find_loc=9730 57th Avenue Queens NY&cflt=restaurants,284
4158 74th Street Elmhurst NY,https://www.yelp.com/search?find_loc=4158 74th Street Elmhurst NY&cflt=restaurants,525
509 West 110th Street Manhattan NY,https://www.yelp.com/search?find_loc=509 West 110th Street Manhattan NY&cflt=restaurants,1254
20 Sidney Place Brooklyn NY,https://www.yelp.com/search?find_loc=20 Sidney Place Brooklyn NY&cflt=restaurants,450
3505 30th Street Astoria NY,https://www.yelp.com/search?find_loc=3505 30th Street Astoria NY&cflt=restaurants,495
1550 East 13th Street Brooklyn NY,https://www.yelp.com/search?find_loc=1550 East 13th Street Brooklyn NY&cflt=restaurants,193
2301 65th Street Brooklyn NY,https://www.yelp.com/search?find_loc=2301 65th Street Brooklyn NY&cflt=restaurants,2934
130 Bay Ridge Parkway Brooklyn NY,https://www.yelp.com/search?find_loc=130 Bay Ridge Parkway Brooklyn NY&cflt=restaurants,241
360 Onderdonk Avenue Ridgewood NY,https://www.yelp.com/search?find_loc=360 Onderdonk Avenue Ridgewood NY&cflt=restaurants,462
8943 96th Street Woodhaven NY,https://www.yelp.com/search?find_loc=8943 96th Street Woodhaven NY&cflt=restaurants,208
5618 Woodside Avenue Woodside NY,https://www.yelp.com/search?find_loc=5618 Woodside Avenue Woodside NY&cflt=restaurants,337
482 Nostrand Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=482 Nostrand Avenue Brooklyn NY&cflt=restaurants,337
164 Bank Street Manhattan NY,https://www.yelp.com/search?find_loc=164 Bank Street Manhattan NY&cflt=restaurants,4576
59 West 12th Street Manhattan NY,https://www.yelp.com/search?find_loc=59 West 12th Street Manhattan NY&cflt=restaurants,5592
79 Brighton 11th Street Brooklyn NY,https://www.yelp.com/search?find_loc=79 Brighton 11th Street Brooklyn NY&cflt=restaurants,166
3875 Waldo Avenue Bronx NY,https://www.yelp.com/search?find_loc=3875 Waldo Avenue Bronx NY&cflt=restaurants,112
114 East 39th Street Manhattan NY,https://www.yelp.com/search?find_loc=114 East 39th Street Manhattan NY&cflt=restaurants,2574
562 West End Avenue Manhattan NY,https://www.yelp.com/search?find_loc=562 West End Avenue Manhattan NY&cflt=restaurants,361
510 Flatbush Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=510 Flatbush Avenue Brooklyn NY&cflt=restaurants,273
1657 Madison Avenue Manhattan NY,https://www.yelp.com/search?find_loc=1657 Madison Avenue Manhattan NY&cflt=restaurants,480
363 Edgecombe Avenue Manhattan NY,https://www.yelp.com/search?find_loc=363 Edgecombe Avenue Manhattan NY&cflt=restaurants,330
8787 171st Street Jamaica NY,https://www.yelp.com/search?find_loc=8787 171st Street Jamaica NY&cflt=restaurants,219
204 East 84th Street Manhattan NY,https://www.yelp.com/search?find_loc=204 East 84th Street Manhattan NY&cflt=restaurants,675
188 East 64th Street New York NY,https://www.yelp.com/search?find_loc=188 East 64th Street New York NY&cflt=restaurants,1205
257 West 116th Street New York NY,https://www.yelp.com/search?find_loc=257 West 116th Street New York NY&cflt=restaurants,464
15 Stanton Street Manhattan NY,https://www.yelp.com/search?find_loc=15 Stanton Street Manhattan NY&cflt=restaurants,2202
352 East 51st Street Manhattan NY,https://www.yelp.com/search?find_loc=352 East 51st Street Manhattan NY&cflt=restaurants,1497
255 17th Street Brooklyn NY,https://www.yelp.com/search?find_loc=255 17th Street Brooklyn NY&cflt=restaurants,309
7861 73rd Place Glendale NY,https://www.yelp.com/search?find_loc=7861 73rd Place Glendale NY&cflt=restaurants,90
20012 32nd Avenue Bayside NY,https://www.yelp.com/search?find_loc=20012 32nd Avenue Bayside NY&cflt=restaurants,54
404 West 51st Street Manhattan NY,https://www.yelp.com/search?find_loc=404 West 51st Street Manhattan NY&cflt=restaurants,1680
14432 25th Road Flushing NY,https://www.yelp.com/search?find_loc=14432 25th Road Flushing NY&cflt=restaurants,95
4329 39th Place Sunnyside NY,https://www.yelp.com/search?find_loc=4329 39th Place Sunnyside NY&cflt=restaurants,291
159 East 99th Street Manhattan NY,https://www.yelp.com/search?find_loc=159 East 99th Street Manhattan NY&cflt=restaurants,470
18225 Wexford Terrace Jamaica Est NY,https://www.yelp.com/search?find_loc=18225 Wexford Terrace Jamaica Est NY&cflt=restaurants,109
101 West 90th Street Manhattan NY,https://www.yelp.com/search?find_loc=101 West 90th Street Manhattan NY&cflt=restaurants,387
39-30 62nd Street Woodside NY,https://www.yelp.com/search?find_loc=39-30 62nd Street Woodside NY&cflt=restaurants,375
89 Murray Street Manhattan NY,https://www.yelp.com/search?find_loc=89 Murray Street Manhattan NY&cflt=restaurants,1085
39 Christopher Street Manhattan NY,https://www.yelp.com/search?find_loc=39 Christopher Street Manhattan NY&cflt=restaurants,1655
179 Bennett Avenue Manhattan NY,https://www.yelp.com/search?find_loc=179 Bennett Avenue Manhattan NY&cflt=restaurants,230
3085 Brighton 13 Street Brooklyn NY,https://www.yelp.com/search?find_loc=3085 Brighton 13 Street Brooklyn NY&cflt=restaurants,154
3624 Bell Boulevard Bayside NY,https://www.yelp.com/search?find_loc=3624 Bell Boulevard Bayside NY&cflt=restaurants,142
3509 Leavitt Street Flushing NY,https://www.yelp.com/search?find_loc=3509 Leavitt Street Flushing NY&cflt=restaurants,495
485 Columbus Avenue Manhattan NY,https://www.yelp.com/search?find_loc=485 Columbus Avenue Manhattan NY&cflt=restaurants,436
312 Manhattan Avenue New York NY,https://www.yelp.com/search?find_loc=312 Manhattan Avenue New York NY&cflt=restaurants,430
380 Rector Place Manhattan NY,https://www.yelp.com/search?find_loc=380 Rector Place Manhattan NY&cflt=restaurants,893
7865 75th Street Glendale NY,https://www.yelp.com/search?find_loc=7865 75th Street Glendale NY&cflt=restaurants,88
417 East 60th Street Manhattan NY,https://www.yelp.com/search?find_loc=417 East 60th Street Manhattan NY&cflt=restaurants,964
264 West 23rd Street Manhattan NY,https://www.yelp.com/search?find_loc=264 West 23rd Street Manhattan NY&cflt=restaurants,1828
3453 10th Street Astoria NY,https://www.yelp.com/search?find_loc=3453 10th Street Astoria NY&cflt=restaurants,203
2220 East Tremont Avenue Bronx NY,https://www.yelp.com/search?find_loc=2220 East Tremont Avenue Bronx NY&cflt=restaurants,260
500 Kappock Street Bronx NY,https://www.yelp.com/search?find_loc=500 Kappock Street Bronx NY&cflt=restaurants,106
170 West 74th Street Manhattan NY,https://www.yelp.com/search?find_loc=170 West 74th Street Manhattan NY&cflt=restaurants,393
20 Beekman Place Manhattan NY,https://www.yelp.com/search?find_loc=20 Beekman Place Manhattan NY&cflt=restaurants,1292
505 Waverly Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=505 Waverly Avenue Brooklyn NY&cflt=restaurants,457
110 Horatio Street Manhattan NY,https://www.yelp.com/search?find_loc=110 Horatio Street Manhattan NY&cflt=restaurants,4433
2835 Bainbridge Avenue Bronx NY,https://www.yelp.com/search?find_loc=2835 Bainbridge Avenue Bronx NY&cflt=restaurants,240
30 West 63rd Street Manhattan NY,https://www.yelp.com/search?find_loc=30 West 63rd Street Manhattan NY&cflt=restaurants,1006
345 West 53rd Street Manhattan NY,https://www.yelp.com/search?find_loc=345 West 53rd Street Manhattan NY&cflt=restaurants,1686
339 East 57th Street Manhattan NY,https://www.yelp.com/search?find_loc=339 East 57th Street Manhattan NY&cflt=restaurants,1210
2325 Ocean Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=2325 Ocean Avenue Brooklyn NY&cflt=restaurants,223
240 East 55th Street Manhattan NY,https://www.yelp.com/search?find_loc=240 East 55th Street Manhattan NY&cflt=restaurants,4960
372 Central Park West Manhattan NY,https://www.yelp.com/search?find_loc=372 Central Park West Manhattan NY&cflt=restaurants,6597
7545 67th Drive Middle Village NY,https://www.yelp.com/search?find_loc=7545 67th Drive Middle Village NY&cflt=restaurants,258
75 Wall Street Manhattan NY,https://www.yelp.com/search?find_loc=75 Wall Street Manhattan NY&cflt=restaurants,949
330 West 4th Street Manhattan NY,https://www.yelp.com/search?find_loc=330 West 4th Street Manhattan NY&cflt=restaurants,5136
16803 67th Avenue Fresh Meadows NY,https://www.yelp.com/search?find_loc=16803 67th Avenue Fresh Meadows NY&cflt=restaurants,85
5943 72nd Street Queens NY,https://www.yelp.com/search?find_loc=5943 72nd Street Queens NY&cflt=restaurants,118
5707 Catalpa Avenue Queens NY,https://www.yelp.com/search?find_loc=5707 Catalpa Avenue Queens NY&cflt=restaurants,433
611 Seneca Avenue Ridgewood NY,https://www.yelp.com/search?find_loc=611 Seneca Avenue Ridgewood NY&cflt=restaurants,493
5707 Catalpa Avenue Ridgewood NY,https://www.yelp.com/search?find_loc=5707 Catalpa Avenue Ridgewood NY&cflt=restaurants,433
87 Clinton Street Manhattan NY,https://www.yelp.com/search?find_loc=87 Clinton Street Manhattan NY&cflt=restaurants,1389
8008 135th Street Jamaica NY,https://www.yelp.com/search?find_loc=8008 135th Street Jamaica NY&cflt=restaurants,155
61 West 73rd Street Manhattan NY,https://www.yelp.com/search?find_loc=61 West 73rd Street Manhattan NY&cflt=restaurants,422
268 Union Street Brooklyn NY,https://www.yelp.com/search?find_loc=268 Union Street Brooklyn NY&cflt=restaurants,374
24 Skillman Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=24 Skillman Avenue Brooklyn NY&cflt=restaurants,672
15005 Union Turnpike Flushing NY,https://www.yelp.com/search?find_loc=15005 Union Turnpike Flushing NY&cflt=restaurants,89
476 13th Street Brooklyn NY,https://www.yelp.com/search?find_loc=476 13th Street Brooklyn NY&cflt=restaurants,272
67 Dahlgren Place Brooklyn NY,https://www.yelp.com/search?find_loc=67 Dahlgren Place Brooklyn NY&cflt=restaurants,208
317 West 89th Street Manhattan NY,https://www.yelp.com/search?find_loc=317 West 89th Street Manhattan NY&cflt=restaurants,370
40 Broad Street Manhattan NY,https://www.yelp.com/search?find_loc=40 Broad Street Manhattan NY&cflt=restaurants,921
19840 32nd Avenue Flushing NY,https://www.yelp.com/search?find_loc=19840 32nd Avenue Flushing NY&cflt=restaurants,61
15815 Union Turnpike Fresh Meadows NY,https://www.yelp.com/search?find_loc=15815 Union Turnpike Fresh Meadows NY&cflt=restaurants,90
64 Hillside Avenue Manhattan NY,https://www.yelp.com/search?find_loc=64 Hillside Avenue Manhattan NY&cflt=restaurants,293
312 West 101st Street Manhattan NY,https://www.yelp.com/search?find_loc=312 West 101st Street Manhattan NY&cflt=restaurants,315
74 East 79th Street New York NY,https://www.yelp.com/search?find_loc=74 East 79th Street New York NY&cflt=restaurants,654
91 Christopher Street Manhattan NY,https://www.yelp.com/search?find_loc=91 Christopher Street Manhattan NY&cflt=restaurants,1376
189 Pennyfield Avenue Bronx NY,https://www.yelp.com/search?find_loc=189 Pennyfield Avenue Bronx NY&cflt=restaurants,17
3520 Leverich Street Jackson Heights NY,https://www.yelp.com/search?find_loc=3520 Leverich Street Jackson Heights NY&cflt=restaurants,482
293 23rd Street Brooklyn NY,https://www.yelp.com/search?find_loc=293 23rd Street Brooklyn NY&cflt=restaurants,239
3620 Parsons Boulevard Queens NY,https://www.yelp.com/search?find_loc=3620 Parsons Boulevard Queens NY&cflt=restaurants,583
137 Duane Street Manhattan NY,https://www.yelp.com/search?find_loc=137 Duane Street Manhattan NY&cflt=restaurants,1417
14 Schermerhorn Street Brooklyn NY,https://www.yelp.com/search?find_loc=14 Schermerhorn Street Brooklyn NY&cflt=restaurants,493
15307 73rd Avenue Flushing NY,https://www.yelp.com/search?find_loc=15307 73rd Avenue Flushing NY&cflt=restaurants,98
2722 Valentine Avenue Bronx NY,https://www.yelp.com/search?find_loc=2722 Valentine Avenue Bronx NY&cflt=restaurants,282
312 West 21st Street Manhattan NY,https://www.yelp.com/search?find_loc=312 West 21st Street Manhattan NY&cflt=restaurants,1555
699 West 239th Street Bronx NY,https://www.yelp.com/search?find_loc=699 West 239th Street Bronx NY&cflt=restaurants,54
198 Court Street Brooklyn NY,https://www.yelp.com/search?find_loc=198 Court Street Brooklyn NY&cflt=restaurants,487
