zip_code,Total population,Male,Female,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),18 years and over,21 years and over,62 years and over,65 years and over,18 years and over,Male,Female,65 years and over,Male,Female,One race,Two or more races,One race,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Two or more races,Hispanic or Latino (of any race),PCT_Male,PCT_Female,PCT_Under 5 years,PCT_5 to 9 years,PCT_10 to 14 years,PCT_15 to 19 years,PCT_20 to 24 years,PCT_25 to 34 years,PCT_35 to 44 years,PCT_45 to 54 years,PCT_55 to 59 years,PCT_60 to 64 years,PCT_65 to 74 years,PCT_75 to 84 years,PCT_85 years and over,PCT_Median age (years),PCT_18 years and over,PCT_21 years and over,PCT_62 years and over,PCT_65 years and over,PCT_18 years and over,PCT_Male,PCT_Female,PCT_65 years and over,PCT_Male,PCT_Female,PCT_One race,PCT_Two or more races,PCT_One race,PCT_White,PCT_Black or African American,PCT_American Indian and Alaska Native,PCT_Asian,PCT_Native Hawaiian and Other Pacific Islander,PCT_Some other race,PCT_Two or more races,PCT_Hispanic or Latino (of any race)
10009,"59,799","26,654","33,145","1,538","1,778","1,707","1,954","5,848","16,058","7,867","7,373","3,834","3,483","4,830","2,446","1,083",36.3,"53,460","52,097","10,333","8,359","53,460","23,558","29,902","8,359","2,959","5,400","57,835","1,964","57,835","36,219","4,898",89,"8,096",70,"8,463","1,964","15,200",0.445726517,0.554273483,0.025719494,0.029732939,0.028545628,0.032676132,0.097794277,0.268532919,0.131557384,0.123296376,0.064114785,0.058245121,0.080770581,0.040903694,0.018110671,0.000607034,0.893994883,0.87120186,0.172795532,0.139784946,0.893994883,0.393953076,0.500041807,0.139784946,0.049482433,0.090302513,0.967156641,0.032843359,0.967156641,0.605679025,0.081907724,0.001488319,0.135386879,0.001170588,0.141524106,0.032843359,0.254184853
11373,"96,616","48,652","47,964","6,243","5,383","4,261","4,394","6,507","17,431","15,572","12,720","6,509","5,506","7,173","3,646","1,271",37.6,"78,029","75,236","15,207","12,090","78,029","39,019","39,010","12,090","4,935","7,155","94,304","2,312","94,304","28,730","2,277",477,"48,112",15,"14,693","2,312","38,262",0.503560487,0.496439513,0.064616627,0.055715409,0.044102426,0.04547901,0.067349093,0.180415252,0.161174133,0.131655212,0.067369794,0.056988491,0.074242362,0.037737021,0.013155171,0.000389169,0.807619856,0.778711601,0.15739629,0.125134553,0.807619856,0.403856504,0.403763352,0.125134553,0.051078496,0.074056057,0.976070216,0.023929784,0.976070216,0.297362756,0.023567525,0.00493707,0.497971351,0.000155254,0.152076261,0.023929784,0.396021363
11206,"86,486","42,116","44,370","7,265","7,349","6,152","5,668","8,050","18,145","9,933","8,555","3,814","3,172","4,955","2,755",673,29.1,"62,198","58,951","10,126","8,383","62,198","28,313","33,885","8,383","3,018","5,365","83,071","3,415","83,071","39,767","22,553",579,"5,906",40,"14,226","3,415","34,582",0.486968989,0.513031011,0.084002035,0.08497329,0.0711329,0.065536619,0.093078649,0.209802743,0.114850959,0.098917744,0.044099623,0.036676456,0.05729251,0.031854867,0.007781606,0.000336471,0.71916842,0.681624772,0.117082534,0.096928983,0.71916842,0.327370904,0.391797516,0.096928983,0.034895821,0.062033161,0.96051384,0.03948616,0.96051384,0.459808524,0.260770529,0.006694725,0.068288509,0.000462503,0.16448905,0.03948616,0.399856624
10309,"33,459","16,766","16,693","1,858","2,587","2,061","1,947","2,033","4,180","5,096","4,792","2,641","2,121","2,659","1,007",477,39.8,"25,493","24,634","5,387","4,143","25,493","12,451","13,042","4,143","1,821","2,322","33,088",371,"33,088","29,960",429,63,"1,671",0,965,371,"3,492",0.501090887,0.498909113,0.055530649,0.077318509,0.061597776,0.058190621,0.060760931,0.124929018,0.152305807,0.14322006,0.078932425,0.063391016,0.079470397,0.030096536,0.014256254,0.001189516,0.761917571,0.736244359,0.161003019,0.123823187,0.761917571,0.372127081,0.38979049,0.123823187,0.054424818,0.069398368,0.988911803,0.011088197,0.988911803,0.895424251,0.012821662,0.001882901,0.04994172,0,0.028841268,0.011088197,0.104366538
10304,"42,054","19,935","22,119","2,461","3,328","2,430","3,007","3,379","5,736","5,311","5,189","2,427","2,842","3,404","1,724",816,36.5,"31,914","30,222","7,579","5,944","31,914","14,749","17,165","5,944","2,460","3,484","40,929","1,125","40,929","22,216","11,174",226,"3,761",20,"3,532","1,125","11,473",0.474033386,0.525966614,0.058519998,0.079136349,0.057782851,0.071503305,0.080349075,0.136396062,0.126290008,0.123388976,0.057711514,0.067579778,0.080943549,0.040994911,0.019403624,0.000867932,0.758881438,0.718647453,0.180220669,0.141342084,0.758881438,0.350715746,0.408165692,0.141342084,0.058496219,0.082845865,0.97324868,0.02675132,0.97324868,0.528273173,0.265705997,0.005374043,0.089432634,0.000475579,0.083987254,0.02675132,0.272815903
10306,"55,031","26,019","29,012","2,644","2,912","3,496","3,416","3,410","6,555","7,183","8,002","4,194","3,718","4,834","3,089","1,578",42.3,"43,821","42,013","11,596","9,501","43,821","20,557","23,264","9,501","3,800","5,701","54,375",656,"54,375","48,996","1,349",16,"2,847",0,"1,167",656,"7,558",0.472806236,0.527193764,0.048045647,0.052915629,0.06352783,0.062074104,0.061965074,0.119114681,0.130526431,0.145408951,0.07621159,0.06756192,0.087841398,0.056131998,0.028674747,0.000768658,0.796296633,0.763442423,0.210717596,0.172648144,0.796296633,0.373553088,0.422743545,0.172648144,0.069051989,0.103596155,0.988079446,0.011920554,0.988079446,0.890334539,0.024513456,0.000290745,0.051734477,0,0.021206229,0.011920554,0.137340772
10012,"24,536","12,606","11,930",758,509,643,544,"2,701","7,644","3,737","2,786",936,"1,243","1,844",835,356,34.1,"22,390","21,740","3,833","3,035","22,390","11,371","11,019","3,035","1,453","1,582","23,582",954,"23,582","18,565",641,38,"3,959",12,367,954,"1,441",0.513775677,0.486224323,0.030893381,0.020745028,0.026206391,0.022171503,0.110083143,0.311542224,0.152306814,0.11354744,0.038148027,0.050660254,0.075154874,0.034031627,0.014509292,0.001389795,0.912536681,0.886044995,0.156219433,0.123695794,0.912536681,0.463441474,0.449095207,0.123695794,0.059219107,0.064476687,0.961118357,0.038881643,0.961118357,0.7566433,0.026124878,0.001548745,0.161354744,0.000489077,0.014957613,0.038881643,0.058730029
11229,"82,914","39,867","43,047","5,254","4,708","4,734","4,559","5,282","10,877","10,194","11,261","6,339","5,800","7,517","4,152","2,237",40.6,"65,262","62,634","17,444","13,906","65,262","31,101","34,161","13,906","6,146","7,760","81,195","1,719","81,195","56,556","4,341",23,"16,722",145,"3,408","1,719","8,638",0.480823504,0.519176496,0.063366862,0.056781726,0.057095304,0.054984683,0.063704561,0.131184118,0.122946668,0.135815423,0.07645271,0.069951998,0.090660202,0.050075982,0.026979762,0.000489664,0.787104711,0.755409219,0.210386666,0.167715947,0.787104711,0.375099501,0.41200521,0.167715947,0.074124997,0.09359095,0.979267675,0.020732325,0.979267675,0.682104349,0.052355453,0.000277396,0.201678848,0.0017488,0.041102829,0.020732325,0.104180235
10473,"61,818","27,609","34,209","3,610","3,749","4,811","4,320","5,658","8,187","7,265","8,638","3,929","3,456","4,693","2,566",936,35.7,"47,119","44,368","10,061","8,195","47,119","20,317","26,802","8,195","2,959","5,236","59,839","1,979","59,839","21,980","24,570",262,"1,303",0,"11,724","1,979","37,993",0.44661749,0.55338251,0.058397231,0.060645767,0.077825229,0.069882558,0.09152674,0.132437154,0.117522404,0.139732764,0.06355754,0.055906047,0.0759164,0.041508946,0.015141221,0.000577502,0.762221359,0.717719758,0.162751949,0.132566566,0.762221359,0.32865832,0.43356304,0.132566566,0.047866317,0.084700249,0.967986671,0.032013329,0.967986671,0.355559869,0.397457051,0.004238248,0.021078003,0,0.189653499,0.032013329,0.614594455
10006,"3,277","1,382","1,895",321,46,40,28,358,"1,480",562,225,175,42,0,0,0,31,"2,842","2,842",0,0,"2,842","1,251","1,591",0,0,0,"3,058",219,"3,058","2,162",99,0,686,0,111,219,387,0.42172719,0.57827281,0.097955447,0.014037229,0.012206286,0.0085444,0.109246262,0.451632591,0.171498322,0.06866036,0.053402502,0.012816601,0,0,0,0.009459872,0.867256637,0.867256637,0,0,0.867256637,0.381751602,0.485505035,0,0,0,0.933170583,0.066829417,0.933170583,0.659749771,0.030210558,0,0.209337809,0,0.033872444,0.066829417,0.118095819
11203,"75,920","33,105","42,815","4,500","4,499","4,346","4,663","5,287","10,401","9,465","10,294","5,287","4,497","7,121","4,001","1,559",39.8,"59,714","56,881","15,456","12,681","59,714","24,912","34,802","12,681","4,564","8,117","74,847","1,073","74,847","3,475","67,735",95,"1,264",11,"2,267","1,073","4,847",0.436051106,0.563948894,0.059272919,0.059259747,0.057244468,0.061419916,0.069639094,0.136999473,0.124670706,0.135590095,0.069639094,0.059233404,0.093796101,0.052700211,0.020534773,0.000524236,0.786538462,0.749222866,0.203582719,0.167031085,0.786538462,0.328134879,0.458403583,0.167031085,0.060115911,0.106915174,0.985866702,0.014133298,0.985866702,0.045771865,0.892189146,0.001251317,0.016649104,0.000144889,0.029860379,0.014133298,0.063843519
10005,"8,710","4,201","4,509",354,262,155,186,"1,232","3,661","1,874",608,221,14,97,46,0,29.5,"7,896","7,680",157,143,"7,896","3,623","4,273",143,43,100,"8,506",204,"8,506","6,425",245,0,"1,625",0,211,204,596,0.482319173,0.517680827,0.040642939,0.030080367,0.017795637,0.021354765,0.141446613,0.42032147,0.215154994,0.069804822,0.025373134,0.001607348,0.011136625,0.005281286,0,0.003386912,0.906544202,0.881745121,0.018025258,0.01641791,0.906544202,0.415958668,0.490585534,0.01641791,0.004936854,0.011481056,0.976578645,0.023421355,0.976578645,0.737657865,0.028128588,0,0.186567164,0,0.024225029,0.023421355,0.068427095
11209,"67,822","32,066","35,756","4,331","3,772","2,747","2,951","3,506","11,831","9,501","9,839","4,187","4,262","6,128","3,298","1,469",40,"55,219","53,570","13,351","10,895","55,219","26,111","29,108","10,895","4,196","6,699","65,858","1,964","65,858","51,294","1,415",155,"8,665",19,"4,310","1,964","11,266",0.472796438,0.527203562,0.063858335,0.055616172,0.040503082,0.043510955,0.051694141,0.174441922,0.140087287,0.145070921,0.06173513,0.062840966,0.090354162,0.048627289,0.021659638,0.000589779,0.814175341,0.789861697,0.196853528,0.16064109,0.814175341,0.38499307,0.429182271,0.16064109,0.06186783,0.098773259,0.971041845,0.028958155,0.971041845,0.756303264,0.020863437,0.002285394,0.127760904,0.000280145,0.063548701,0.028958155,0.166111291
11436,"20,136","9,850","10,286","1,119","1,219","1,502","1,189","1,757","3,060","2,738","3,203","1,203","1,010","1,317",540,279,35.7,"15,516","14,754","2,748","2,136","15,516","7,394","8,122","2,136",857,"1,279","19,392",744,"19,392","1,463","13,551",153,"1,784",0,"2,441",744,"2,975",0.489173619,0.510826381,0.05557211,0.060538339,0.074592769,0.05904847,0.087256655,0.151966627,0.135975368,0.159068335,0.059743743,0.050158919,0.065405244,0.02681764,0.013855781,0.001772944,0.770560191,0.732717521,0.13647199,0.106078665,0.770560191,0.367203019,0.403357171,0.106078665,0.042560588,0.063518077,0.963051251,0.036948749,0.963051251,0.07265594,0.672973778,0.007598331,0.088597537,0,0.121225665,0.036948749,0.147745332
11366,"14,042","6,611","7,431",816,765,704,781,"1,259","1,763","1,784","1,881","1,050",943,"1,375",622,299,40.5,"11,264","10,755","2,873","2,296","11,264","5,170","6,094","2,296","1,046","1,250","13,580",462,"13,580","6,552",729,0,"5,952",0,347,462,"1,222",0.47080188,0.52919812,0.05811138,0.054479419,0.050135308,0.055618858,0.089659593,0.125551916,0.127047429,0.133955277,0.074775673,0.067155676,0.097920524,0.044295684,0.021293263,0.002884205,0.802164934,0.765916536,0.204600484,0.163509472,0.802164934,0.368181171,0.433983763,0.163509472,0.074490813,0.089018658,0.967098704,0.032901296,0.967098704,0.466600199,0.051915682,0,0.423871243,0,0.02471158,0.032901296,0.08702464
11237,"53,678","27,715","25,963","3,496","3,165","3,496","3,360","6,058","13,049","8,311","5,802","2,174","1,586","2,010",845,326,30,"41,471","39,374","3,921","3,181","41,471","21,452","20,019","3,181","1,243","1,938","52,018","1,660","52,018","28,141","9,790",350,"3,987",0,"9,750","1,660","36,441",0.516319535,0.483680465,0.065129103,0.058962704,0.065129103,0.062595477,0.112858154,0.243097731,0.154830657,0.108088975,0.040500764,0.029546555,0.037445508,0.015742017,0.006073252,0.000558888,0.772588397,0.733522113,0.073046686,0.059260777,0.772588397,0.399642312,0.372946086,0.059260777,0.0231566,0.036104177,0.969074854,0.030925146,0.969074854,0.524255747,0.182383844,0.006520362,0.07427624,0,0.18163866,0.030925146,0.678881478
11423,"31,823","15,278","16,545","1,810","1,466","1,967","1,993","2,447","4,392","3,983","4,783","2,433","2,066","2,728","1,075",680,39.9,"25,459","24,005","5,758","4,483","25,459","12,190","13,269","4,483","1,812","2,671","30,103","1,720","30,103","4,461","12,134",295,"9,005",0,"4,208","1,720","4,376",0.480093014,0.519906986,0.056877101,0.04606731,0.06181064,0.062627659,0.07689407,0.138013387,0.125161047,0.150300097,0.076454137,0.064921598,0.085724162,0.033780599,0.021368193,0.00125381,0.800018854,0.75432863,0.180938315,0.140872954,0.800018854,0.38305628,0.416962574,0.140872954,0.056939949,0.083933004,0.945951042,0.054048958,0.945951042,0.14018163,0.381296547,0.009270025,0.282971436,0,0.132231405,0.054048958,0.137510606
11434,"66,279","29,229","37,050","4,424","4,001","4,208","4,370","5,024","9,779","8,366","9,480","4,462","3,104","4,667","2,855","1,539",36.6,"50,828","48,132","10,955","9,061","50,828","21,407","29,421","9,061","3,108","5,953","65,139","1,140","65,139","1,839","58,855",0,"1,037",0,"3,408","1,140","5,890",0.440999412,0.559000588,0.06674814,0.060366028,0.06348919,0.065933403,0.075800782,0.147542962,0.126223993,0.14303173,0.067321474,0.04683233,0.07041446,0.043075484,0.023220024,0.000552211,0.766879404,0.72620287,0.165286139,0.136709968,0.766879404,0.322983147,0.443896257,0.136709968,0.046892681,0.089817288,0.982799982,0.017200018,0.982799982,0.027746345,0.887988654,0,0.015645981,0,0.051419001,0.017200018,0.08886676
11417,"31,742","15,526","16,216","1,896","1,757","2,106","1,963","2,670","4,607","4,212","5,142","2,430","1,573","2,084",880,422,36.8,"24,753","23,355","4,187","3,386","24,753","12,155","12,598","3,386","1,426","1,960","29,997","1,745","29,997","12,044","2,184",108,"9,212",0,"6,449","1,745","12,470",0.48913112,0.51086888,0.059731586,0.05535253,0.066347426,0.061842354,0.084115683,0.145138933,0.132694852,0.161993573,0.076554722,0.049555794,0.065654338,0.027723521,0.013294688,0.001159347,0.779818537,0.735775944,0.131907252,0.106672547,0.779818537,0.382931132,0.396887405,0.106672547,0.044924705,0.061747842,0.945025518,0.054974482,0.945025518,0.379434188,0.068804738,0.003402432,0.290214857,0,0.203169303,0.054974482,0.392854893
11694,"21,219","10,869","10,350","1,230","1,118","1,394","1,261",794,"2,514","2,093","3,333","1,611","1,565","2,211","1,380",715,46.1,"16,536","16,032","5,230","4,306","16,536","8,450","8,086","4,306","1,913","2,393","21,023",196,"21,023","17,345","1,684",130,652,0,"1,212",196,"2,948",0.512229606,0.487770394,0.057966916,0.052688628,0.065695839,0.059427871,0.037419294,0.118478722,0.098638013,0.157076205,0.075922522,0.073754654,0.104199067,0.065036053,0.033696216,0.002172581,0.779301569,0.755549272,0.246477214,0.202931335,0.779301569,0.398228003,0.381073566,0.202931335,0.09015505,0.112776285,0.990762995,0.009237005,0.990762995,0.817427777,0.079362835,0.006126585,0.030727178,0,0.05711862,0.009237005,0.138932089
11216,"55,816","26,704","29,112","2,738","2,357","2,105","2,445","5,000","14,637","8,098","6,559","3,181","2,820","3,152","1,848",876,33.9,"47,007","45,314","7,558","5,876","47,007","22,223","24,784","5,876","2,196","3,680","53,909","1,907","53,909","13,451","35,215",263,"2,720",25,"2,235","1,907","5,479",0.478429124,0.521570876,0.049054035,0.042228035,0.037713201,0.043804644,0.089580049,0.262236635,0.145083847,0.117511108,0.056990827,0.050523147,0.056471263,0.033108786,0.015694425,0.000607353,0.84217787,0.811846066,0.135409202,0.105274473,0.84217787,0.398147485,0.444030386,0.105274473,0.039343557,0.065930916,0.965834169,0.034165831,0.965834169,0.240988247,0.630912283,0.004711911,0.048731547,0.0004479,0.040042282,0.034165831,0.098161817
11368,"112,982","60,490","52,492","10,500","8,170","7,398","6,318","9,003","21,745","18,574","12,121","5,336","4,153","5,573","2,856","1,235",31.6,"82,982","78,901","11,786","9,664","82,982","44,746","38,236","9,664","3,929","5,735","110,283","2,699","110,283","46,903","13,664","1,096","12,840",0,"35,780","2,699","83,843",0.535395019,0.464604981,0.092935158,0.072312404,0.065479457,0.055920412,0.07968526,0.192464286,0.164397869,0.107282576,0.047228762,0.036758068,0.049326441,0.025278363,0.010930945,0.000279691,0.734470978,0.69835018,0.104317502,0.085535749,0.734470978,0.396045388,0.33842559,0.085535749,0.034775451,0.050760298,0.976111239,0.023888761,0.976111239,0.415136924,0.120939619,0.00970066,0.113646422,0,0.316687614,0.023888761,0.742091661
11220,"101,006","51,342","49,664","8,302","7,494","6,267","5,324","6,802","19,438","15,891","12,646","5,023","4,407","5,193","3,086","1,133",32.9,"76,020","72,351","11,718","9,412","76,020","37,818","38,202","9,412","4,177","5,235","98,355","2,651","98,355","26,415","2,499",535,"41,620",14,"27,272","2,651","42,298",0.508306437,0.491693563,0.082193137,0.074193612,0.062045819,0.05270974,0.067342534,0.192444013,0.157327287,0.125200483,0.049729719,0.043631071,0.051412787,0.03055264,0.011217155,0.000325723,0.752628557,0.716303982,0.11601291,0.093182583,0.752628557,0.374413401,0.378215156,0.093182583,0.041353979,0.051828604,0.973754034,0.026245966,0.973754034,0.261519118,0.024741104,0.005296715,0.412054729,0.000138606,0.270003762,0.026245966,0.418767202
11428,"19,736","9,524","10,212",972,"1,020","1,056","1,325","1,503","2,717","2,672","3,338","1,438","1,211","1,637",674,173,39.8,"15,871","15,015","3,066","2,484","15,871","7,552","8,319","2,484","1,104","1,380","17,631","2,105","17,631","4,457","3,855",9,"5,595",77,"3,638","2,105","4,568",0.482569923,0.517430077,0.049250101,0.051682205,0.053506283,0.067136198,0.076155249,0.137667207,0.13538711,0.16913255,0.072861775,0.061359951,0.082944872,0.03415079,0.008765707,0.002016619,0.804164978,0.76079246,0.155350628,0.12586137,0.804164978,0.382650993,0.421513985,0.12586137,0.055938387,0.069922983,0.893342116,0.106657884,0.893342116,0.225830969,0.195328334,0.000456019,0.283492096,0.0039015,0.184333198,0.106657884,0.231455209
10465,"44,950","21,704","23,246","2,533","2,651","2,273","2,961","3,535","5,142","5,854","6,167","3,053","3,107","3,906","2,402","1,366",40.5,"36,090","33,616","9,414","7,674","36,090","17,104","18,986","7,674","3,080","4,594","43,530","1,420","43,530","27,291","5,179",67,"1,500",8,"9,485","1,420","18,492",0.482847608,0.517152392,0.056351502,0.058976641,0.050567297,0.065873192,0.078642937,0.114393771,0.130233593,0.137196885,0.067919911,0.069121246,0.086896552,0.053437152,0.030389321,0.000901001,0.802892102,0.74785317,0.209432703,0.170723026,0.802892102,0.38051168,0.422380423,0.170723026,0.068520578,0.102202447,0.968409344,0.031590656,0.968409344,0.607141268,0.115216908,0.001490545,0.033370412,0.000177976,0.211012236,0.031590656,0.411390434
10463,"71,657","34,340","37,317","5,301","4,643","3,723","3,484","4,271","11,846","9,442","8,800","4,220","3,802","6,302","3,594","2,229",37.7,"55,848","53,174","14,392","12,125","55,848","25,472","30,376","12,125","4,573","7,552","67,723","3,934","67,723","30,893","11,004",481,"3,000",85,"22,260","3,934","35,763",0.479227431,0.520772569,0.07397742,0.064794786,0.051955845,0.048620512,0.059603388,0.165315322,0.13176661,0.122807262,0.058891664,0.053058319,0.087946746,0.050155602,0.031106521,0.000526117,0.779379544,0.742062883,0.200845695,0.16920887,0.779379544,0.355471203,0.423908341,0.16920887,0.06381791,0.10539096,0.945099572,0.054900428,0.945099572,0.431123268,0.153564899,0.006712533,0.041866112,0.001186207,0.310646552,0.054900428,0.499085923
10007,"6,740","3,976","2,764",295,573,220,217,242,"1,648","1,454","1,081",227,444,239,84,16,35.9,"5,495","5,374",498,339,"5,495","3,175","2,320",339,257,82,"6,349",391,"6,349","4,790",390,0,"1,062",0,107,391,668,0.589910979,0.410089021,0.043768546,0.085014837,0.03264095,0.032195846,0.035905045,0.244510386,0.215727003,0.160385757,0.033679525,0.065875371,0.035459941,0.012462908,0.002373887,0.005326409,0.815281899,0.797329377,0.07388724,0.050296736,0.815281899,0.471068249,0.34421365,0.050296736,0.038130564,0.012166172,0.941988131,0.058011869,0.941988131,0.710682493,0.057863501,0,0.157566766,0,0.015875371,0.058011869,0.099109792
11691,"64,946","29,462","35,484","7,070","5,524","4,742","4,065","4,861","8,702","7,333","7,664","3,532","3,380","3,869","2,998","1,206",31.9,"45,041","42,503","9,855","8,073","45,041","19,273","25,768","8,073","3,202","4,871","63,384","1,562","63,384","24,927","30,136",131,"2,142",57,"5,991","1,562","17,977",0.453638407,0.546361593,0.108859668,0.085055277,0.073014504,0.06259046,0.074846796,0.133988236,0.112909186,0.118005728,0.054383642,0.052043236,0.059572568,0.046161426,0.018569273,0.000491177,0.693514612,0.654435993,0.151741447,0.124303267,0.693514612,0.296754227,0.396760386,0.124303267,0.049302497,0.07500077,0.97594925,0.02405075,0.97594925,0.383811166,0.46401626,0.00201706,0.032981246,0.000877652,0.092245866,0.02405075,0.276799187
11234,"95,546","44,946","50,600","5,409","5,941","6,572","5,902","6,011","12,497","11,719","13,215","7,056","6,653","8,566","3,900","2,105",39.9,"73,872","70,459","18,743","14,571","73,872","33,782","40,090","14,571","5,987","8,584","94,171","1,375","94,171","40,757","44,689",68,"5,281",11,"3,365","1,375","9,655",0.470412157,0.529587843,0.056611475,0.062179474,0.068783623,0.061771293,0.062912105,0.130795638,0.122652963,0.138310343,0.073849245,0.069631382,0.089653151,0.040818035,0.022031273,0.0004176,0.773156385,0.737435371,0.196167291,0.15250246,0.773156385,0.353567915,0.41958847,0.15250246,0.062660917,0.089841542,0.985609026,0.014390974,0.985609026,0.426569401,0.467722354,0.000711699,0.055271806,0.000115128,0.035218638,0.014390974,0.101050803
10028,"48,205","21,243","26,962","2,072","2,138","1,727","1,125","1,498","12,383","6,842","5,859","3,122","2,536","4,915","2,684","1,304",39.6,"41,294","41,052","10,386","8,903","41,294","17,596","23,698","8,903","3,718","5,185","47,147","1,058","47,147","41,499",659,48,"4,436",134,371,"1,058","2,941",0.440680427,0.559319573,0.042983093,0.044352246,0.035826159,0.023337828,0.031075615,0.256882066,0.141935484,0.121543408,0.064765066,0.052608651,0.101960378,0.055678871,0.027051136,0.000821492,0.856633129,0.851612903,0.215454828,0.184690385,0.856633129,0.365024375,0.491608754,0.184690385,0.077128929,0.107561456,0.978052069,0.021947931,0.978052069,0.8608858,0.013670781,0.000995747,0.092023649,0.002779795,0.007696297,0.021947931,0.061010269
11360,"19,309","9,025","10,284",934,971,813,706,855,"1,833","2,765","2,625","1,498","1,420","2,147","1,598","1,144",49.1,"16,163","15,712","5,865","4,889","16,163","7,517","8,646","4,889","2,004","2,885","18,982",327,"18,982","12,697",326,49,"4,986",0,924,327,"2,614",0.467398622,0.532601378,0.048371226,0.050287431,0.042104718,0.036563261,0.044279869,0.094929825,0.143197473,0.135946968,0.077580403,0.073540836,0.111191672,0.082759335,0.059246983,0.002542856,0.837070796,0.813713812,0.303744368,0.253197991,0.837070796,0.389300326,0.44777047,0.253197991,0.103785799,0.149412191,0.983064892,0.016935108,0.983064892,0.657569009,0.016883319,0.002537677,0.258221555,0,0.047853333,0.016935108,0.135377285
11211,"99,964","50,121","49,843","10,308","6,447","5,260","4,942","6,976","27,649","14,838","8,410","3,766","3,438","4,309","2,120","1,501",30.4,"74,987","72,205","10,111","7,930","74,987","37,141","37,846","7,930","3,432","4,498","97,460","2,504","97,460","76,935","6,384",348,"5,310",28,"8,455","2,504","24,803",0.501390501,0.498609499,0.103117122,0.064493218,0.052618943,0.049437798,0.069785123,0.276589572,0.148433436,0.084130287,0.037673562,0.034392381,0.043105518,0.021207635,0.015015406,0.000304109,0.75014005,0.722310032,0.101146413,0.079328558,0.75014005,0.371543756,0.378596295,0.079328558,0.03433236,0.044996199,0.974950982,0.025049018,0.974950982,0.769627066,0.063862991,0.003481253,0.053119123,0.000280101,0.084580449,0.025049018,0.248119323
11422,"33,408","15,173","18,235","2,117","1,839","2,101","2,113","2,694","5,244","3,927","5,242","2,530","1,890","2,462",892,357,36.1,"25,957","24,632","4,858","3,711","25,957","11,318","14,639","3,711","1,550","2,161","32,685",723,"32,685","2,213","29,185",15,503,0,769,723,"2,667",0.454172653,0.545827347,0.063368056,0.055046695,0.062889128,0.063248324,0.080639368,0.156968391,0.117546695,0.156908525,0.075730364,0.056573276,0.073694923,0.026700192,0.010686063,0.00108058,0.776969588,0.737308429,0.145414272,0.111081178,0.776969588,0.33878113,0.438188458,0.111081178,0.046396073,0.064685105,0.978358477,0.021641523,0.978358477,0.066241619,0.873593151,0.000448994,0.015056274,0,0.023018439,0.021641523,0.079831178
10460,"60,266","27,589","32,677","5,054","4,404","4,577","4,932","5,013","9,921","6,668","8,803","2,840","2,503","3,519","1,504",528,30.8,"43,242","40,491","6,890","5,551","43,242","19,291","23,951","5,551","2,163","3,388","58,663","1,603","58,663","8,084","17,196",114,974,0,"32,295","1,603","42,450",0.457787144,0.542212856,0.083861547,0.07307603,0.075946637,0.081837188,0.08318123,0.164620184,0.110642817,0.146069094,0.047124415,0.041532539,0.058391133,0.024956028,0.008761159,0.000511068,0.717518999,0.67187137,0.114326486,0.09210832,0.717518999,0.320097567,0.397421432,0.09210832,0.035890884,0.056217436,0.973401254,0.026598746,0.973401254,0.134138652,0.285335015,0.001891614,0.016161683,0,0.535874291,0.026598746,0.704377261
11224,"43,444","19,408","24,036","2,176","2,302","2,144","2,303","2,649","4,935","4,613","5,155","2,934","3,545","5,021","3,906","1,761",46.4,"35,452","33,968","12,737","10,688","35,452","15,648","19,804","10,688","4,311","6,377","42,260","1,184","42,260","25,657","9,622",91,"3,041",23,"3,826","1,184","8,070",0.446736028,0.553263972,0.050087469,0.052987754,0.049350889,0.053010772,0.060975048,0.113594512,0.106182672,0.118658503,0.067535218,0.0815993,0.115574072,0.089908848,0.040534942,0.001068042,0.816039039,0.781880122,0.293182027,0.246017862,0.816039039,0.360187828,0.455851211,0.246017862,0.099231194,0.146786668,0.972746524,0.027253476,0.972746524,0.590576374,0.221480527,0.002094651,0.069998159,0.000529417,0.088067397,0.027253476,0.185756376
10310,"24,250","11,815","12,435","1,647","1,698","1,937","1,899","1,615","3,123","3,019","3,632","1,574","1,506","1,531",755,314,35.6,"17,884","16,768","3,540","2,600","17,884","8,663","9,221","2,600","1,065","1,535","23,141","1,109","23,141","14,641","5,286",4,"1,444",0,"1,766","1,109","7,899",0.487216495,0.512783505,0.067917526,0.070020619,0.079876289,0.078309278,0.066597938,0.128783505,0.124494845,0.149773196,0.064907216,0.062103093,0.063134021,0.031134021,0.012948454,0.001468041,0.737484536,0.691463918,0.145979381,0.107216495,0.737484536,0.357237113,0.380247423,0.107216495,0.043917526,0.063298969,0.954268041,0.045731959,0.954268041,0.603752577,0.217979381,0.000164948,0.059546392,0,0.072824742,0.045731959,0.325731959
