,address,days_on_trulia,elementary_school_count,high_school_count,middle_school_count,pets_allowed,price,sqft,url,zip_code,school_count,evac,guarantor,storage,garage,deck,elevator,dishwasher,pets,fios available,live in super,fitness center,washing machine,dryer,concierge,balcony,air conditioning,flooring: hardwood,recreation facilities,garden,pied a terre,childrens playroom,terrace,courtyard,pool,furnished,fireplace,sublets,valet parking,off-street parking,cable tv ready,board approval required,parents,co purchase,leed registered,microwave oven
2127,"3333 Broadway, Manhattan, NY",63,22,3,11,0,2095,,https://www.trulia.com/p/ny/manhattan/3333-broadway-d11d-manhattan-ny-10031--2008669242,10031,36,4,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2128,"353 East 83rd Street, Manhattan, NY",63,30,7,19,0,2575,,https://www.trulia.com/p/ny/manhattan/353-e-83rd-st-20e-manhattan-ny-10028--2173812909,10028,56,,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2129,"215 West 95th Street, Manhattan, NY",63,26,8,16,1,2650,,https://www.trulia.com/p/ny/manhattan/215-w-95th-st-10d-manhattan-ny-10025--2088875914,10025,50,,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
213,"210 West 70th Street, Manhattan, NY",71,30,10,22,0,3595,,https://www.trulia.com/p/ny/manhattan/210-w-70th-st-514-manhattan-ny-10023--2172045826,10023,62,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,"300 Albany Street, Manhattan, NY",63,39,14,19,0,3000,,https://www.trulia.com/p/ny/manhattan/300-albany-st-3c-manhattan-ny-10280--2008716412,10280,72,,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2131,"25 Central Park West, Manhattan, NY",63,30,10,20,1,6900,907,https://www.trulia.com/p/ny/manhattan/25-central-park-w-11p-manhattan-ny-10023--2088866909,10023,60,,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2132,"211 West 71st Street, Manhattan, NY",63,29,10,18,1,4500,795,https://www.trulia.com/p/ny/manhattan/211-w-71st-st-17b-manhattan-ny-10023--2088866235,10023,57,,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
2133,"210 West 19th Street, Manhattan, NY",63,43,15,22,1,3800,800,https://www.trulia.com/p/ny/manhattan/210-w-19th-st-2a-manhattan-ny-10011--2171904681,10011,80,5,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,"56 West 56th Street, Manhattan, NY",63,38,10,21,0,2950,,https://www.trulia.com/p/ny/manhattan/56-w-56th-st-4-manhattan-ny-10019--2171915632,10019,69,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2135,"153 Ludlow Street, Manhattan, NY",6,39,13,17,0,3300,,https://www.trulia.com/p/ny/manhattan/153-ludlow-st-12-manhattan-ny-10002--2231518856,10002,69,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136,"109 West 75th Street, Manhattan, NY",63,28,9,16,1,2450,,https://www.trulia.com/p/ny/manhattan/109-w-75th-st-4a-manhattan-ny-10023--2174092387,10023,53,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137,"316 Lexington Avenue, Manhattan, NY",63,40,13,22,0,3300,850,https://www.trulia.com/p/ny/manhattan/316-lexington-ave-1r-manhattan-ny-10016--2173816207,10016,75,,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138,"322 West 57th Street, Manhattan, NY",63,37,10,21,0,3600,585,https://www.trulia.com/p/ny/manhattan/322-w-57th-st-53r-manhattan-ny-10019--2088848605,10019,68,,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139,"7 East 14th Street, Manhattan, NY",63,43,16,19,1,3350,625,https://www.trulia.com/p/ny/manhattan/7-e-14th-st-416-manhattan-ny-10003--2174134122,10003,78,,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
214,"150 West 73rd Street, Manhattan, NY",3,28,10,16,1,2613,,https://www.trulia.com/p/ny/manhattan/150-w-73rd-st-4-manhattan-ny-10023--2175426418,10023,54,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140,"250 East Houston Street, Manhattan, NY",63,39,13,17,0,4263,,https://www.trulia.com/p/ny/manhattan/250-e-houston-st-5j-manhattan-ny-10002--2174105930,10002,69,5,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2141,"400 East 54th Street, Manhattan, NY",63,38,13,22,1,3100,,https://www.trulia.com/p/ny/manhattan/400-e-54th-st-17g-manhattan-ny-10022--2088860886,10022,73,4,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142,"440 West 34th Street, Manhattan, NY",63,42,12,22,1,3150,,https://www.trulia.com/p/ny/manhattan/440-w-34th-st-13e-manhattan-ny-10001--2171899254,10001,76,,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143,"30 Lexington Avenue, Manhattan, NY",63,43,14,21,0,5000,"1,700",https://www.trulia.com/p/ny/manhattan/30-lexington-ave-1-manhattan-ny-10010--2340396063,10010,78,6,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144,"67 West 73rd Street, Manhattan, NY",63,28,10,17,0,2375,,https://www.trulia.com/p/ny/manhattan/67-w-73rd-st-4e-manhattan-ny-10023--2171892940,10023,55,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145,"510 East 88th Street, Manhattan, NY",63,30,7,19,0,2499,,https://www.trulia.com/p/ny/manhattan/510-e-88th-st-2c-manhattan-ny-10128--2171797722,10128,56,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146,"60 West 66th Street, Manhattan, NY",6,29,10,20,0,5150,827,https://www.trulia.com/p/ny/manhattan/60-w-66th-st-33d-manhattan-ny-10023--2175059911,10023,59,,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147,"253 Bleecker Street, Manhattan, NY",63,43,16,19,0,3484,,https://www.trulia.com/p/ny/manhattan/253-bleecker-st-1a-manhattan-ny-10014--2172037979,10014,78,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2148,"18 West 48th Street, Manhattan, NY",63,40,13,22,1,5750,901,https://www.trulia.com/p/ny/manhattan/18-w-48th-st-17e-manhattan-ny-10036--2178619338,10036,75,,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2149,"316 West 115th Street, New York, NY",64,27,5,14,0,2250,600,https://www.trulia.com/p/ny/new-york/316-w-115th-st-1-new-york-ny-10026--2180047575,10026,46,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,"207 Sullivan Street, Manhattan, NY",3,43,13,19,0,2750,,https://www.trulia.com/p/ny/manhattan/207-sullivan-st-10-manhattan-ny-10012--2172456734,10012,75,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2150,"305 West 84th Street, Manhattan, NY",64,26,8,16,0,2500,,https://www.trulia.com/p/ny/manhattan/305-w-84th-st-2-b-manhattan-ny-10024--2179947122,10024,50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2151,"746 9th Avenue, Manhattan, NY",64,39,9,21,0,2100,,https://www.trulia.com/p/ny/manhattan/746-9th-ave-3fn-manhattan-ny-10019--2174132132,10019,69,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2152,"209 West 20th Street, Manhattan, NY",64,43,14,22,1,3000,,https://www.trulia.com/p/ny/manhattan/209-w-20th-st-3b-manhattan-ny-10011--2171815508,10011,79,5,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2153,"320 East 59th Street, Manhattan, NY",64,38,12,23,0,2050,,https://www.trulia.com/p/ny/manhattan/320-e-59th-st-1-c-manhattan-ny-10022--2171918671,10022,73,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2154,"237 East 34th Street, Manhattan, NY",64,41,14,22,0,4675,,https://www.trulia.com/p/ny/manhattan/237-e-34th-st-2104-manhattan-ny-10016--2344919599,10016,77,5,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2155,"55 Morton Street, Manhattan, NY",65,43,16,19,0,2850,,https://www.trulia.com/p/ny/manhattan/55-morton-st-5k-manhattan-ny-10014--2008620877,10014,78,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2156,"800 5th Avenue, New York, NY",65,34,9,20,1,8250,,https://www.trulia.com/p/ny/new-york/800-5th-ave-17e-new-york-ny-10065--2182188842,10065,63,,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2157,"260 West 52nd Street, Manhattan, NY",6,39,9,21,0,3775,,https://www.trulia.com/p/ny/manhattan/260-w-52nd-st-12j-manhattan-ny-10019--2171872136,10019,69,,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2158,"101 West 79th Street, Manhattan, NY",65,27,9,15,1,4250,600,https://www.trulia.com/p/ny/manhattan/101-w-79th-st-3h-manhattan-ny-10024--2189195347,10024,51,,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2159,"328 East 85th Street, Manhattan, NY",65,30,7,19,0,2200,,https://www.trulia.com/p/ny/manhattan/328-e-85th-st-4c-manhattan-ny-10028--2174162114,10028,56,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,"92 Grove Street, Manhattan, NY",3,45,16,20,0,3475,,https://www.trulia.com/p/ny/manhattan/92-grove-st-27-manhattan-ny-10014--2171788956,10014,81,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2160,"250 West 89th Street, Manhattan, NY",65,26,8,16,1,3900,,https://www.trulia.com/p/ny/manhattan/250-w-89th-st-9b-manhattan-ny-10024--2171876916,10024,50,,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2161,"240 East 55th Street, Manhattan, NY",65,38,12,22,1,2675,,https://www.trulia.com/p/ny/manhattan/240-e-55th-st-6h-manhattan-ny-10022--2175076335,10022,72,,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2162,"239 East 18th Street, Manhattan, NY",65,43,16,20,0,3400,,https://www.trulia.com/p/ny/manhattan/239-e-18th-st-1a-manhattan-ny-10003--2171938866,10003,79,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2163,"75 Perry Street, Manhattan, NY",65,44,17,19,0,4000,,https://www.trulia.com/p/ny/manhattan/75-perry-st-3b-manhattan-ny-10014--2172100302,10014,80,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,"22 West 77th Street, Manhattan, NY",65,28,9,16,1,3595,,https://www.trulia.com/p/ny/manhattan/22-w-77th-st-55-manhattan-ny-10024--2346488169,10024,53,,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165,"70 Battery Place, Manhattan, NY",66,38,14,18,0,3950,703,https://www.trulia.com/p/ny/manhattan/70-battery-pl-118-manhattan-ny-10280--2173708328,10280,70,,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2166,"301 East 79th Street, New York, NY",66,30,7,19,0,3000,654,https://www.trulia.com/p/ny/new-york/301-e-79th-st-21p-new-york-ny-10075--2189848885,10075,56,,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2167,"115 South Street, Manhattan, NY",66,28,10,13,0,3950,900,https://www.trulia.com/p/ny/manhattan/115-south-st-4f-manhattan-ny-10038--2171831687,10038,51,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2168,"200 East 82nd Street, Manhattan, NY",6,30,7,19,0,3859,567,https://www.trulia.com/p/ny/manhattan/200-e-82nd-st-10f-manhattan-ny-10028--2178893102,10028,56,,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169,"556 West 184th Street, Manhattan, NY",66,22,6,8,0,1695,,https://www.trulia.com/p/ny/manhattan/556-w-184th-st-1w1-manhattan-ny-10033--2346409668,10033,36,,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,"383 1st Avenue, Manhattan, NY",3,43,16,19,0,2500,,https://www.trulia.com/p/ny/manhattan/383-1st-ave-3-manhattan-ny-10010--2174171520,10010,78,4,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170,"205 East 78th Street, New York, NY",66,30,7,19,1,4000,,https://www.trulia.com/p/ny/new-york/205-e-78th-st-19b-new-york-ny-10075--2172874058,10075,56,,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
2171,"9 West 31st Street, Manhattan, NY",66,42,13,22,0,4246,,https://www.trulia.com/p/ny/manhattan/9-w-31st-st-36a-manhattan-ny-10001--2171785386,10001,77,,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,"450 West 17th Street, Manhattan, NY",67,45,16,22,1,4380,,https://www.trulia.com/p/ny/manhattan/450-w-17th-st-1701-manhattan-ny-10011--2088826605,10011,83,2,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2174,"460 West 20th Street, Manhattan, NY",67,43,15,22,0,3875,,https://www.trulia.com/p/ny/manhattan/460-w-20th-st-5b-manhattan-ny-10011--2171872414,10011,80,,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2175,"923 5th Avenue, Manhattan, NY",67,30,9,20,1,7250,"1,060",https://www.trulia.com/p/ny/manhattan/923-5th-ave-4e-manhattan-ny-10021--2008642223,10021,59,,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2176,"123 Washington Street, Manhattan, NY",67,39,14,19,1,4095,,https://www.trulia.com/p/ny/manhattan/123-washington-st-30h-manhattan-ny-10006--2008558430,10006,72,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2177,"406 West 47th Street, Manhattan, NY",67,42,10,23,0,1950,,https://www.trulia.com/p/ny/manhattan/406-w-47th-st-d-3-manhattan-ny-10036--2344615872,10036,75,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2178,"60 East 1st Street, Manhattan, NY",67,40,13,17,0,4395,,https://www.trulia.com/p/ny/manhattan/60-e-1st-st-2b-manhattan-ny-10003--2171936469,10003,70,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2179,"21 West Street, Manhattan, NY",6,38,14,19,0,3795,,https://www.trulia.com/p/ny/manhattan/21-west-st-23j-manhattan-ny-10006--2333003307,10006,71,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
218,"64 Hillside Avenue, Manhattan, NY",3,23,7,10,0,1802,,https://www.trulia.com/p/ny/manhattan/64-hillside-ave-5w-manhattan-ny-10040--2351967327,10040,40,,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2180,"350 East 54th Street, Manhattan, NY",67,38,13,22,1,2650,700,https://www.trulia.com/p/ny/manhattan/350-e-54th-st-2e-manhattan-ny-10022--2088860333,10022,73,,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2181,"310 East 2nd Street, Manhattan, NY",67,37,14,17,1,3900,,https://www.trulia.com/p/ny/manhattan/310-e-2nd-st-phb-manhattan-ny-10009--280503,10009,68,3,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2182,"531 West 144th Street, Manhattan, NY",67,22,3,10,0,1800,640,https://www.trulia.com/p/ny/manhattan/531-w-144th-st-20-manhattan-ny-10031--2346045822,10031,35,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2183,"220 East 54th Street, Manhattan, NY",67,38,12,22,0,3150,,https://www.trulia.com/p/ny/manhattan/220-e-54th-st-5d-manhattan-ny-10022--2174139549,10022,72,,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2184,"307 Mott Street, Manhattan, NY",67,40,13,17,0,3300,,https://www.trulia.com/p/ny/manhattan/307-mott-st-1a-manhattan-ny-10012--2171872618,10012,70,,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,"307 Mott Street, Manhattan, NY",67,40,13,17,0,3200,,https://www.trulia.com/p/ny/manhattan/307-mott-st-3b-manhattan-ny-10012--2171815155,10012,70,,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2186,"148 Greene Street, Manhattan, NY",67,40,13,17,0,7500,"1,985",https://www.trulia.com/p/ny/manhattan/148-greene-st-5e-manhattan-ny-10012--2172099388,10012,70,6,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2187,"981 Amsterdam Avenue, Manhattan, NY",68,27,6,14,1,1893,,https://www.trulia.com/p/ny/manhattan/981-amsterdam-ave-5-manhattan-ny-10025--2346357397,10025,47,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,"2025 Broadway, Manhattan, NY",68,30,10,20,1,2850,,https://www.trulia.com/p/ny/manhattan/2025-broadway-8b-manhattan-ny-10023--2008647250,10023,60,,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
2189,"247 West 46th Street, Manhattan, NY",69,41,12,23,1,4795,,https://www.trulia.com/p/ny/manhattan/247-w-46th-st-2606-manhattan-ny-10036--2088900464,10036,76,,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,"105 Thompson Street, Manhattan, NY",3,41,13,19,1,2950,500,https://www.trulia.com/p/ny/manhattan/105-thompson-st-4-manhattan-ny-10012--2304187911,10012,73,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2190,"676 Riverside Drive, Manhattan, NY",7,21,3,10,0,2150,480,https://www.trulia.com/p/ny/manhattan/676-riverside-dr-2ee-manhattan-ny-10031--2171917917,10031,34,,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2191,"140 West 69th Street, Manhattan, NY",69,30,10,20,1,2700,,https://www.trulia.com/p/ny/manhattan/140-w-69th-st-28b-manhattan-ny-10023--2171913315,10023,60,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2192,"9 East 32nd Street, Manhattan, NY",70,42,13,22,0,2630,,https://www.trulia.com/p/ny/manhattan/9-e-32nd-st-8f-manhattan-ny-10016--2172450827,10016,77,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2193,"25 Central Park West, Manhattan, NY",70,30,10,20,1,5200,,https://www.trulia.com/p/ny/manhattan/25-central-park-w-3f-manhattan-ny-10023--2088867127,10023,60,,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2194,"220 East 54th Street, Manhattan, NY",70,38,12,22,0,3250,,https://www.trulia.com/p/ny/manhattan/220-e-54th-st-8a-manhattan-ny-10022--2174320421,10022,72,,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2195,"121 Avenue A, Manhattan, NY",70,39,14,18,0,2750,700,https://www.trulia.com/p/ny/manhattan/121-avenue-a-r-manhattan-ny-10009--2346311857,10009,71,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2196,"42 West 126th Street, Manhattan, NY",70,27,4,14,0,2100,,https://www.trulia.com/p/ny/manhattan/42-w-126th-st-2r-manhattan-ny-10027--2346310181,10027,45,6,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2197,"900 Park Avenue, New York, NY",70,30,8,20,1,5500,900,https://www.trulia.com/p/ny/new-york/900-park-ave-9d-new-york-ny-10075--2008709810,10075,58,,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2198,"42 West 126th Street, Manhattan, NY",70,27,4,14,0,2600,,https://www.trulia.com/p/ny/manhattan/42-w-126th-st-pha-manhattan-ny-10027--31735,10027,45,6,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2199,"250 East 40th Street, Manhattan, NY",70,40,13,21,0,3100,707,https://www.trulia.com/p/ny/manhattan/250-e-40th-st-30a-manhattan-ny-10016--2088834736,10016,74,,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220,"145 West 96th Street, Manhattan, NY",3,27,7,15,1,2875,,https://www.trulia.com/p/ny/manhattan/145-w-96th-st-6f-manhattan-ny-10025--2351915797,10025,49,,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2201,"377 East 33rd Street, Manhattan, NY",7,42,15,22,0,3760,,https://www.trulia.com/p/ny/manhattan/377-e-33rd-st-9e-manhattan-ny-10016--2282532829,10016,79,2,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,"147 East 30th Street, Manhattan, NY",70,42,15,22,0,2495,,https://www.trulia.com/p/ny/manhattan/147-e-30th-st-1c-manhattan-ny-10016--2171887547,10016,79,,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,"874 Broadway, Manhattan, NY",71,43,15,21,0,4500,,https://www.trulia.com/p/ny/manhattan/874-broadway-705-manhattan-ny-10003--2182374796,10003,79,,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2204,"248 West 12th Street, Manhattan, NY",71,45,17,20,0,4300,,https://www.trulia.com/p/ny/manhattan/248-w-12th-st-1-manhattan-ny-10014--2172446080,10014,82,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2205,"41 Park Avenue, Manhattan, NY",71,41,13,22,0,4450,700,https://www.trulia.com/p/ny/manhattan/41-park-ave-4-a-manhattan-ny-10016--2171896738,10016,76,,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2206,"696 2nd Avenue, Manhattan, NY",71,40,14,21,0,2050,550,https://www.trulia.com/p/ny/manhattan/696-2nd-ave-4b-manhattan-ny-10016--2181844137,10016,75,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2207,"350 West 50th Street, Manhattan, NY",72,40,10,22,1,3250,585,https://www.trulia.com/p/ny/manhattan/350-w-50th-st-29c-manhattan-ny-10019--2088849532,10019,72,,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
